Time,Pressure
1759939869.573612,1024.193268
1759939870.633458,1024.203873
1759939871.693264,1024.211884
1759939872.753112,1024.211884
1759939873.812928,1024.209900
1759939874.872732,1024.209061
1759939875.932550,1024.203568
1759939876.992367,1024.191666
1759939878.052181,1024.180450
1759939879.112001,1024.180450
1759939880.171799,1024.185562
1759939881.231626,1024.187622
1760005107.293295,1026.049194
1760005108.321430,1026.059952
1760005109.349545,1026.070709
1760005110.377686,1026.075592
1760005111.405796,1026.081543
1760005111.604395,1026.096497
1760005112.665688,1026.099091
1760005113.726975,1026.106644
1760005114.788280,1026.120605
1760005115.849585,1026.131973
1760005116.910876,1026.140366
1760005117.972137,1026.146851
1760005119.033441,1026.154251
1760005120.094727,1026.160355
1760005121.156024,1026.167068
1760005122.217309,1026.175461
1760005123.278637,1026.184158
1760005124.339922,1026.189041
1760005125.401213,1026.196747
1760005126.462508,1026.205597
1760005127.523856,1026.219330
1760005128.585159,1026.233215
1760005129.646454,1026.249237
1760005130.707757,1026.264114
1760005131.769046,1026.280136
1760005132.830371,1026.300125
1760005133.891643,1026.324615
1760005134.952905,1026.349640
1760005136.014180,1026.372833
1760005137.075448,1026.396561
1760005138.136672,1026.417160
1760005139.197903,1026.434250
1760005140.259135,1026.448822
1760005141.320374,1026.463470
1760005142.381625,1026.477356
1760005143.442867,1026.484375
1760005144.504060,1026.490631
1760005145.565278,1026.496735
1760005146.626489,1026.502228
1760005147.687695,1026.502228
1760005148.748895,1026.501999
1760005149.810030,1026.490402
1760005150.871190,1026.473389
1760005151.932320,1026.461182
1760005152.993477,1026.450653
1760005154.054608,1026.450653
1760005155.115732,1026.459503
1760005156.176885,1026.470261
1760005157.238059,1026.480560
1760005158.299205,1026.495361
1760005159.360330,1026.508102
1760005160.421472,1026.521606
1760005161.482652,1026.540985
1760005162.543777,1026.558838
1760005163.604911,1026.573029
1760005164.666009,1026.583557
1760005165.727061,1026.593246
1760005166.788155,1026.603241
1760005167.849271,1026.611938
1760005168.910365,1026.617355
1760005169.971481,1026.625214
1760005171.032617,1026.628571
1760005172.093781,1026.630707
1760005173.154929,1026.632080
1760005174.216041,1026.632080
1760005175.277167,1026.629639
1760005176.338279,1026.621170
1760005177.399368,1026.612167
1760005178.460474,1026.612167
1760005179.521557,1026.617432
1760005180.582610,1026.630936
1760005181.643673,1026.648941
1760005182.704714,1026.665421
1760005183.765785,1026.677856
1760005184.826809,1026.685410
1760005185.887818,1026.688538
1760005186.948903,1026.693039
1760005188.009923,1026.697388
1760005189.070913,1026.697388
1760005190.131897,1026.694717
1760005191.192868,1026.694717
1760005192.253890,1026.697464
1760005193.314950,1026.701202
1760005194.375994,1026.711121
1760005195.437007,1026.722183
1760005196.498026,1026.729660
1760005197.559050,1026.733017
1760005198.620055,1026.736984
1760005199.681024,1026.736984
1760005200.741971,1026.730652
1760005201.802937,1026.721802
1760005202.863912,1026.717453
1760005203.924861,1026.717453
1760005204.985807,1026.718445
1760005206.046814,1026.729126
1760005207.107829,1026.743546
1760005208.168754,1026.754837
1760005209.229686,1026.758652
1760005210.290586,1026.761246
1760005211.351459,1026.762924
1760005212.412373,1026.763306
1760005213.473271,1026.764145
1760005214.534161,1026.764908
1760005215.595027,1026.768188
1760005216.655912,1026.771545
1760005217.716806,1026.773224
1760005218.777681,1026.773224
1760005219.838510,1026.762619
1760005220.899335,1026.747131
1760005221.960192,1026.728973
1760005223.021012,1026.708832
1760005224.081847,1026.708832
1760005225.142675,1026.712112
1760005226.203525,1026.727066
1760005227.264316,1026.742859
1760005228.325099,1026.763916
1760005229.385912,1026.763916
1760005230.446721,1026.762848
1760005231.507478,1026.751022
1760005232.568299,1026.737442
1760005233.629151,1026.721649
1760030607.208430,1026.490784
1760030608.235790,1026.493225
1760030609.263128,1026.495590
1760030610.290489,1026.500168
1760030611.317826,1026.500626
1760030611.517453,1026.501846
1760030612.577964,1026.501923
1760030613.638509,1026.504288
1760030614.699069,1026.504517
1760030615.759658,1026.508942
1760030616.820228,1026.511154
1760030617.880810,1026.513443
1760030618.941365,1026.516571
1760030620.001909,1026.517639
1760030621.062423,1026.517639
1760030622.122952,1026.517181
1760030623.183493,1026.516342
1760030624.244036,1026.513367
1760030625.304559,1026.509247
1760030626.365062,1026.504974
1760030627.425612,1026.501389
1760030628.486202,1026.497040
1760030629.546795,1026.493454
1760030630.607401,1026.491241
1760030631.667965,1026.490402
1760030632.728516,1026.489182
1760030633.789079,1026.489182
1760030634.849631,1026.489868
1760030635.910160,1026.490402
1760030636.970693,1026.490402
1760030638.031288,1026.492081
1760030639.091863,1026.493454
1760030640.152433,1026.493835
1760030641.212996,1026.497650
1760030642.273526,1026.502457
1760030643.334061,1026.506195
1760030644.394565,1026.508942
1760030645.455135,1026.509247
1760030646.515774,1026.509247
1760030647.576373,1026.506500
1760030648.636993,1026.503067
1760030649.697659,1026.499100
1760030650.758340,1026.498718
1760030651.818956,1026.496124
1760030652.879560,1026.492615
1760030653.940209,1026.491241
1760030655.000796,1026.490707
1760030656.061306,1026.488800
1760030657.121837,1026.488724
1760030658.182316,1026.486206
1760030659.242830,1026.484604
1760030660.303368,1026.484604
1760030661.363906,1026.485138
1760030662.424452,1026.486664
1760030663.484987,1026.491928
1760030664.545507,1026.498642
1760030665.606054,1026.503143
1760030666.666621,1026.507111
1760030667.727111,1026.510849
1760030668.787606,1026.512833
1760030669.848077,1026.514893
1760030670.908607,1026.516571
1760030671.969065,1026.520081
1760030673.029544,1026.523895
1760030674.090054,1026.527939
1760030675.150584,1026.533585
1760030676.211104,1026.538162
1760030677.271653,1026.542206
1760030678.332207,1026.546478
1760030679.392749,1026.548767
1760030680.453283,1026.548767
1760030681.513774,1026.547089
1760030682.574234,1026.545181
1760030683.634688,1026.542435
1760030684.695225,1026.541290
1760030685.755701,1026.541290
1760030686.816180,1026.545258
1760030687.876669,1026.549759
1760030688.937152,1026.555557
1760030689.997632,1026.558304
1760030691.058147,1026.558304
1760030692.118627,1026.557770
1760030693.179138,1026.554184
1760030694.239671,1026.549988
1760030695.300223,1026.548080
1760030696.360721,1026.548080
1760030697.421233,1026.552734
1760030698.481744,1026.559448
1760030699.542283,1026.564789
1760030700.602791,1026.570587
1760030701.663294,1026.576538
1760030702.723800,1026.585770
1760030703.784307,1026.591949
1760030704.844795,1026.599655
1760030705.905303,1026.610641
1760030706.965802,1026.619873
1760030708.026314,1026.623306
1760030709.086813,1026.629410
1760030710.147307,1026.634293
1760030711.207846,1026.637650
1760030712.268341,1026.637650
1760030713.328786,1026.632156
1760030714.389262,1026.624374
1760030715.449734,1026.614075
1760030716.510205,1026.602402
1760030717.570636,1026.589890
1760030718.631110,1026.583099
1760030719.691557,1026.573792
1760030720.752040,1026.564941
1760030721.812514,1026.554642
1760030722.872931,1026.549835
1760030723.933371,1026.543961
1760030724.993820,1026.540375
1760030726.054266,1026.536789
1760030727.114702,1026.534653
1760030728.175118,1026.530838
1760030729.235558,1026.526184
1760030730.296033,1026.523743
1760030731.356534,1026.522217
1760030732.416990,1026.521759
1760030733.477466,1026.521759
1760030734.537882,1026.521988
1760030735.598313,1026.523972
1760030736.658766,1026.524734
1760030737.719209,1026.525421
1760030738.779653,1026.529846
1760030739.840104,1026.534882
1760030740.900477,1026.538925
1760030741.960894,1026.544724
1760030743.021278,1026.553192
1760030744.081660,1026.558075
1760030745.142022,1026.560516
1760030746.202403,1026.564178
1760030747.262823,1026.570816
1760030748.323236,1026.579514
1760030749.383651,1026.587982
1760030750.444029,1026.598892
1760030751.504466,1026.612625
1760030752.564888,1026.623764
1760030753.625337,1026.629639
1760030754.685765,1026.636353
1760030755.746190,1026.638031
1760030756.806607,1026.638031
1760030757.867003,1026.634903
1760030758.927371,1026.632767
1760030759.987753,1026.626663
1760030761.048121,1026.619873
1760030762.108506,1026.609802
1760030763.168931,1026.598282
1760030764.229313,1026.586838
1760030765.289690,1026.579361
1760030766.350129,1026.574097
1760030767.410537,1026.569214
1760030768.470926,1026.567307
1760030769.531294,1026.562195
1760030770.591642,1026.553879
1760030771.652032,1026.548996
1760030772.712391,1026.544952
1760030773.772787,1026.544952
1760030774.833180,1026.548309
1760030775.893503,1026.552963
1760030776.953881,1026.558304
1760030778.014192,1026.566467
1760030779.074493,1026.576614
1760030780.134804,1026.584320
1760030781.195196,1026.589813
1760030782.255601,1026.591492
1760030783.315967,1026.591492
1760030784.376314,1026.589203
1760030785.436614,1026.589203
1760030786.496918,1026.590729
1760030787.557268,1026.597137
1760030788.617640,1026.602707
1760030789.677985,1026.614914
1760030790.738306,1026.624603
1760030791.798612,1026.634293
1760030792.858897,1026.641998
1760030793.919169,1026.650238
1760030794.979482,1026.650238
1760030796.039808,1026.647339
1760030797.100130,1026.644592
1760030798.160430,1026.640549
1760030799.220745,1026.635361
1760030800.281085,1026.630478
1760030801.341383,1026.623764
1760030802.401657,1026.618042
1760030803.461974,1026.613007
1760030804.522256,1026.606064
1760030805.582528,1026.599350
1760030806.642817,1026.597214
1760030807.703121,1026.595306
1760030808.763435,1026.589890
1760030809.823731,1026.587448
1760030810.884059,1026.587448
1760030811.944404,1026.588593
1760030813.004708,1026.588593
1760030814.065044,1026.590271
1760030815.125358,1026.593857
1760030816.185687,1026.594086
1760030817.246021,1026.594086
1760030818.306342,1026.592789
1760030819.366666,1026.588593
1760030820.427005,1026.581650
1760030821.487324,1026.574249
1760030822.547621,1026.563339
1760030823.607915,1026.551666
1760030824.668228,1026.542282
1760030825.728483,1026.535492
1760030826.788775,1026.532593
1760030827.849018,1026.532593
1760030828.909281,1026.533432
1760030829.969589,1026.536789
1760030831.029861,1026.542282
1760030832.090146,1026.546936
1760030833.150477,1026.551895
1760030834.210760,1026.559525
1760030835.270985,1026.573181
1760030836.331209,1026.586304
1760030837.391419,1026.597595
1760030838.451636,1026.605225
1760030839.511909,1026.613846
1760030840.572191,1026.621246
1760030841.632458,1026.624756
1760030842.692788,1026.628799
1760030843.753063,1026.634598
1760030844.813369,1026.634598
1760030845.873672,1026.631470
1760030846.933956,1026.624527
1760030847.994195,1026.614914
1760030849.054424,1026.607513
1760030850.114633,1026.598206
1760030851.174871,1026.587524
1760030852.235138,1026.580505
1760030853.295386,1026.576385
1760030854.355685,1026.574860
1760030855.415929,1026.574860
1760030856.476209,1026.576920
1760030857.536480,1026.580811
1760030858.596717,1026.583252
1760030859.656929,1026.584625
1760030860.717120,1026.585236
1760030861.777355,1026.586304
1760030862.837581,1026.586838
1760030863.897826,1026.586304
1760030864.958109,1026.585159
1760030866.018424,1026.584320
1760030867.078700,1026.584320
1760030868.138957,1026.587677
1760030869.199208,1026.590500
1760030870.259439,1026.593475
1760030871.319622,1026.598053
1760030872.379826,1026.601791
1760030873.440052,1026.601791
1760030874.500198,1026.601562
1760030875.560371,1026.601562
1760030876.620554,1026.602097
1760030877.680729,1026.603470
1760030878.740918,1026.604156
1760030879.801051,1026.607971
1760030880.861202,1026.610413
1760030881.921352,1026.610413
1760030882.981468,1026.606903
1760030884.041627,1026.602478
1760030885.101774,1026.593628
1760030886.161948,1026.585999
1760030887.222061,1026.581039
1760030888.282200,1026.576767
1760030889.342382,1026.574097
1760030890.402564,1026.573410
1760030891.462723,1026.572571
1760030892.522867,1026.572571
1760030893.583062,1026.572571
1760030894.643206,1026.573944
1760030895.703374,1026.577759
1760030896.763511,1026.581879
1760030897.823693,1026.585617
1760030898.883863,1026.588516
1760030899.944048,1026.588516
1760030901.004240,1026.588287
1760030902.064437,1026.587677
1760030903.124666,1026.586838
1760030904.184888,1026.586609
1760030905.245137,1026.586227
1760030906.305364,1026.586075
1760030907.365589,1026.584549
1760030908.425810,1026.583710
1760030909.486065,1026.583710
1760030910.546317,1026.584930
1760030911.606553,1026.585159
1760030912.666749,1026.587296
1760030913.726961,1026.587906
1760030914.787121,1026.587906
1760030915.847265,1026.585007
1760030916.907469,1026.583481
1760030917.967658,1026.577835
1760030919.027870,1026.574936
1760030920.088095,1026.573563
1760030921.148306,1026.573563
1760030922.208449,1026.574097
1760030923.268639,1026.574097
1760030924.328866,1026.573410
1760030925.389058,1026.571655
1760030926.449295,1026.571503
1760030927.509481,1026.569138
1760030928.569618,1026.566925
1760030929.629814,1026.566925
1760030930.690038,1026.566925
1760030931.750219,1026.564789
1760030932.810422,1026.564331
1760030933.870637,1026.564789
1760030934.930822,1026.564331
1760081137.146059,1031.582642
1760081138.174909,1031.581879
1760081139.203785,1031.582642
1760081140.232646,1031.587448
1760081141.261515,1031.592484
1760081141.459137,1031.592484
1760081142.521169,1031.592484
1760081143.583189,1031.596298
1760081144.645193,1031.598663
1760081145.707217,1031.603546
1760081146.769232,1031.611938
1760081147.831225,1031.624146
1760081148.893258,1031.635513
1760081149.955285,1031.648102
1760081151.017282,1031.661606
1760081152.079268,1031.683273
1760081153.141226,1031.700897
1760081154.203190,1031.713333
1760081155.265217,1031.719666
1760081156.327158,1031.719666
1760081157.389126,1031.709976
1760081158.451104,1031.700287
1760081159.513108,1031.693192
1760081160.575116,1031.689835
1760081161.637101,1031.689835
1760081162.699107,1031.698608
1760081163.761112,1031.705551
1760081164.823104,1031.716537
1760081165.885069,1031.726837
1760081166.947048,1031.730881
1760081168.008990,1031.733475
1760081169.070922,1031.734467
1760081170.132870,1031.741180
1760081171.194790,1031.746216
1760081172.256699,1031.751862
1760081173.318641,1031.757202
1760081174.380574,1031.763535
1760081175.442447,1031.763535
1760081176.504361,1031.763306
1760081177.566254,1031.760178
1760081178.628122,1031.756363
1760081179.689991,1031.756363
1760081180.751876,1031.760941
1760081181.813739,1031.766891
1760081182.875585,1031.776962
1760081183.937363,1031.786423
1760081184.999200,1031.793594
1760081186.061075,1031.799927
1760081187.122900,1031.803131
1760081188.184768,1031.806488
1760081189.246642,1031.814423
1760081190.308470,1031.824493
1760081191.370271,1031.835480
1760081192.432056,1031.847000
1760081193.493815,1031.858292
1760081194.555570,1031.865997
1760081195.617301,1031.867523
1760081196.679014,1031.871338
1760081197.740737,1031.876297
1760081198.802418,1031.878891
1760081199.864129,1031.887512
1760081200.925816,1031.899033
1760081201.987527,1031.909103
1760081203.049221,1031.918030
1760081204.110901,1031.922379
1760081205.172625,1031.924896
1760081206.234324,1031.928177
1760081207.296004,1031.931534
1760081208.357653,1031.936493
1760081209.419276,1031.951447
1760081210.480900,1031.967087
1760081211.542494,1031.983871
1760081212.604084,1031.999664
1760081213.665674,1032.011261
1760081214.727259,1032.021637
1760081215.788841,1032.039871
1760081216.850376,1032.057648
1760081217.911963,1032.078629
1760081218.973513,1032.101288
1760081220.035052,1032.121429
1760081221.096548,1032.140579
1760081222.158093,1032.157822
1760081223.219592,1032.170258
1760081224.281088,1032.185135
1760081225.342599,1032.197189
1760081226.404090,1032.203903
1760081227.465594,1032.208557
1760081228.527088,1032.217636
1760081229.588583,1032.227325
1760081230.650090,1032.237549
1760081231.711569,1032.251205
1760081232.773050,1032.264328
1760081233.834549,1032.276077
1760081234.896025,1032.283936
1760081235.957417,1032.294464
1760081237.018816,1032.301941
1760081238.080161,1032.308884
1760081239.141527,1032.315674
1760081240.202905,1032.321396
1760081241.264276,1032.326431
1760081242.325654,1032.332458
1760081243.387032,1032.338181
1760081244.448402,1032.344742
1760081245.509778,1032.352524
1760081246.571139,1032.355881
1760081247.632493,1032.358475
1760081248.693825,1032.360764
1760081249.755124,1032.363434
1760081250.816397,1032.365952
1760081251.877667,1032.372894
1760081252.938924,1032.378387
1760081254.000197,1032.386017
1760081255.061440,1032.393417
1760081256.122669,1032.401962
1760081257.183932,1032.407913
1760081258.245141,1032.410812
1760081259.306316,1032.410812
1760081260.367521,1032.406464
1760081261.428720,1032.398453
1760081262.489931,1032.392044
1760081263.551134,1032.388687
1760110986.858075,1031.004333
1760110987.886356,1031.009521
1760110988.914653,1031.014633
1760110989.942957,1031.022034
1760110990.971289,1031.023331
1760110991.169690,1031.030350
1760110992.231147,1031.031265
1760110993.292590,1031.032410
1760110994.354088,1031.033249
1760110995.415614,1031.033249
1760110996.477071,1031.031265
1760110997.538583,1031.030197
1760110998.600063,1031.029053
1760110999.661552,1031.028519
1760111000.723086,1031.028214
1760111001.784607,1031.028214
1760111002.846083,1031.027756
1760111003.907591,1031.025238
1760111004.969041,1031.023712
1760111006.030527,1031.021576
1760111007.092004,1031.019745
1760111008.153491,1031.018295
1760111009.214996,1031.017456
1760111010.276460,1031.017456
1760111011.337952,1031.018906
1760111012.399403,1031.019287
1760111013.460871,1031.021194
1760111014.522343,1031.023331
1760111015.583800,1031.024780
1760111016.645195,1031.025391
1760111017.706570,1031.027069
1760111018.767996,1031.027069
1760111019.829422,1031.027069
1760111020.890856,1031.027298
1760111021.952257,1031.028137
1760111023.013670,1031.028214
1760111024.075086,1031.028137
1760111025.136511,1031.027145
1760111026.197922,1031.025696
1760111027.259314,1031.024323
1760111028.320738,1031.022034
1760111029.382150,1031.021194
1760111030.443521,1031.021194
1760111031.504932,1031.021652
1760111032.566302,1031.023941
1760111033.627631,1031.026077
1760111034.689002,1031.027756
1760111035.750343,1031.029587
1760111036.811671,1031.032333
1760111037.873055,1031.032639
1760111038.934408,1031.032639
1760111039.995726,1031.033173
1760111041.057035,1031.033173
1760111042.118329,1031.031494
1760111043.179586,1031.031494
1760111044.240875,1031.031494
1760111045.302134,1031.032410
1760111046.363459,1031.034470
1760111047.424764,1031.035461
1760111048.486067,1031.037598
1760111049.547355,1031.037598
1760111050.608614,1031.038284
1760111051.669869,1031.038742
1760111052.731145,1031.038895
1760111053.792403,1031.039352
1760111054.853658,1031.039352
1760111055.914948,1031.039352
1760111056.976219,1031.039047
1760111058.037454,1031.039047
1760111059.098727,1031.040344
1760111060.159995,1031.041412
1760111061.221237,1031.041565
1760111062.282502,1031.043243
1760111063.343721,1031.045609
1760111064.404981,1031.045609
1760111065.466161,1031.045456
1760111066.527387,1031.044617
1760111067.588607,1031.042023
1760111068.649818,1031.040573
1760111069.711067,1031.040115
1760111070.772275,1031.038055
1760111071.833418,1031.037827
1760111072.894551,1031.037064
1760111073.955707,1031.035995
1760111075.016859,1031.034012
1760111076.078029,1031.034012
1760111077.139209,1031.032791
1760111078.200349,1031.032562
1760111079.261510,1031.032333
1760111080.322619,1031.031952
1760111081.383730,1031.031342
1760111082.444842,1031.031342
1760111083.505954,1031.031342
1760111084.567069,1031.032181
1760111085.628162,1031.034851
1760111086.689241,1031.034927
1760111087.750340,1031.036148
1760111088.811409,1031.036301
1760111089.872478,1031.036301
1760111090.933567,1031.035538
1760111091.994608,1031.034927
1760111093.055686,1031.034470
1760111094.116708,1031.034470
1760111095.177772,1031.035690
1760111096.238762,1031.037064
1760111097.299767,1031.041031
1760111098.360769,1031.045151
1760111099.421768,1031.046600
1760111100.482738,1031.047745
1760111101.543729,1031.047745
1760111102.604676,1031.044769
1760111103.665648,1031.042404
1760111104.726623,1031.041260
1760111105.787592,1031.040573
1760111106.848582,1031.040421
1760111107.909561,1031.040421
1760111108.970531,1031.040802
1760111110.031470,1031.041031
1760111111.092371,1031.041031
1760111112.153342,1031.040955
1760111113.214258,1031.039352
1760111114.275230,1031.038055
1760111115.336166,1031.037216
1760111116.397095,1031.036606
1760111117.458034,1031.036606
1760111118.519011,1031.038513
1760111119.579961,1031.038513
1760111120.640886,1031.038513
1760111121.701811,1031.038666
1760111122.762727,1031.040344
1760111123.823647,1031.041641
1760111124.884604,1031.042023
1760111125.945504,1031.042938
1760111127.006392,1031.042938
1760111128.067270,1031.041031
1760111129.128151,1031.040192
1760111130.189052,1031.040192
1760111131.249935,1031.040726
1760111132.310806,1031.042252
1760182364.805073,1032.123260
1760182365.833047,1032.127914
1760182366.861051,1032.132568
1760182367.889049,1032.137604
1760182368.917055,1032.140427
1760182369.115889,1032.141037
1760182370.177078,1032.143097
1760182371.238233,1032.143250
1760182372.299417,1032.143250
1760182373.360584,1032.143250
1760182374.421777,1032.143021
1760182375.482932,1032.142258
1760182376.544101,1032.141647
1760182377.605263,1032.141418
1760182378.666432,1032.140732
1760182379.727604,1032.139511
1760182380.788792,1032.139511
1760182381.850026,1032.139435
1760182382.911266,1032.139740
1760182383.972537,1032.139893
1760182385.033812,1032.140045
1760182386.095041,1032.140961
1760182387.156259,1032.141342
1760182388.217476,1032.140961
1760182389.278743,1032.140961
1760182390.339911,1032.140350
1760182391.401129,1032.140350
1760182392.462363,1032.142410
1760182393.523596,1032.142868
1760182394.584807,1032.143326
1760182395.646044,1032.145996
1760182396.707273,1032.147293
1760182397.768515,1032.147751
1760182398.829709,1032.148132
1760182399.890900,1032.148895
1760182400.952136,1032.151031
1760182402.013366,1032.151031
1760182403.074592,1032.151108
1760182404.135827,1032.151031
1760182405.197038,1032.149353
1760182406.258224,1032.147293
1760182407.319441,1032.146149
1760182408.380676,1032.145004
1760182409.441916,1032.143250
1760182410.503150,1032.143021
1760182411.564373,1032.143021
1760182412.625587,1032.144089
1760182413.686802,1032.144089
1760182414.748013,1032.144089
1760182415.809201,1032.144470
1760182416.870346,1032.144470
1760182417.931519,1032.143021
1760182418.992689,1032.143021
1760182420.053823,1032.143860
1760182421.114978,1032.144089
1760182422.176130,1032.146988
1760182423.237262,1032.149353
1760182424.298395,1032.151108
1760182425.359534,1032.152328
1760182426.420645,1032.154236
1760182427.481728,1032.154236
1760182428.542847,1032.152100
1760182429.603925,1032.151642
1760182430.665002,1032.151031
1760182431.726106,1032.150879
1760182432.787198,1032.150879
1760182433.848296,1032.151718
1760182434.909347,1032.153854
1760182435.970410,1032.156296
1760182437.031507,1032.158890
1760182438.092615,1032.159042
1760182439.153749,1032.160950
1760182440.214836,1032.160950
1760182441.275928,1032.160568
1760182442.337042,1032.160568
1760182443.398160,1032.160568
1760182444.459203,1032.159500
1760182445.520319,1032.159500
1760182446.581414,1032.158585
1760182447.642501,1032.156906
1760182448.703626,1032.156067
1760182449.764740,1032.156067
1760182450.825809,1032.156677
1760182451.886885,1032.156982
1760182452.947948,1032.157135
1760182454.009007,1032.156982
1760182455.070043,1032.154846
1760182456.131056,1032.153549
1760182457.192096,1032.151871
1760182458.253100,1032.151108
1760182459.314147,1032.151108
1760182460.375185,1032.151108
1760182461.436210,1032.151260
1760182462.497216,1032.151260
1760182463.558202,1032.151718
1760182464.619179,1032.150803
1760182465.680169,1032.150803
1760182466.741142,1032.150803
1760182467.802118,1032.151489
1760182468.863046,1032.153168
1760182469.923999,1032.154617
1760182470.984949,1032.156677
1760182472.045852,1032.158432
1760182473.106768,1032.159119
1760182474.167699,1032.159653
1760182475.228629,1032.159653
1760182476.289556,1032.160950
1760182477.350428,1032.161179
1760182478.411319,1032.161407
1760182479.472194,1032.161560
1760182480.533036,1032.161942
1760182481.593916,1032.161942
1760277156.358868,1027.887497
1760277157.387095,1027.889786
1760277158.415316,1027.892075
1760277159.443557,1027.892532
1760277160.471811,1027.892532
1760277160.670255,1027.892532
1760277161.731603,1027.893372
1760277162.792989,1027.893372
1760277163.854376,1027.893372
1760277164.915798,1027.894592
1760277165.977200,1027.895432
1760277167.038676,1027.896118
1760277168.100139,1027.896118
1760277169.161569,1027.895889
1760277170.223013,1027.894211
1760277171.284437,1027.893600
1760277172.345883,1027.891617
1760277173.407294,1027.890778
1760277174.468717,1027.890396
1760277175.530126,1027.890244
1760277176.591518,1027.890244
1760277177.652892,1027.890244
1760277178.714270,1027.890244
1760277179.775673,1027.890549
1760277180.837063,1027.892532
1760277181.898411,1027.893295
1760277182.959759,1027.893600
1760277184.021153,1027.893600
1760277185.082517,1027.891922
1760277186.143835,1027.889557
1760277187.205134,1027.887421
1760277188.266475,1027.886963
1760277189.327853,1027.885132
1760277190.389184,1027.885132
1760277191.450515,1027.885132
1760277192.511873,1027.883453
1760277193.573214,1027.881546
1760277194.634587,1027.881393
1760277195.695932,1027.880936
1760277196.757268,1027.880478
1760277197.818590,1027.880478
1760277198.879950,1027.880325
1760277199.941265,1027.880096
1760277201.002589,1027.879486
1760277202.064001,1027.878342
1760277203.125375,1027.877579
1760277204.186728,1027.877121
1760277205.248051,1027.876663
1760277206.309360,1027.876663
1760277207.370686,1027.877731
1760277208.432036,1027.877960
1760277209.493364,1027.878189
1760277210.554684,1027.878799
1760277211.616002,1027.880096
1760277212.677293,1027.880707
1760277213.738565,1027.880707
1760277214.799869,1027.880707
1760277215.861172,1027.881393
1760277216.922416,1027.881546
1760277217.983748,1027.882385
1760277219.045071,1027.883682
1760277220.106369,1027.884064
1760277221.167668,1027.884674
1760277222.228966,1027.884674
1760277223.290294,1027.884521
1760277224.351585,1027.884521
1760277225.412832,1027.884750
1760277226.474029,1027.884750
1760277227.535239,1027.884750
1760277228.596415,1027.884445
1760277229.657600,1027.882843
1760277230.718778,1027.882843
1760277231.779973,1027.882004
1760277232.841121,1027.882004
1760277233.902266,1027.881775
1760277234.963436,1027.881775
1760277236.024632,1027.881775
1760277237.085813,1027.881775
1760277238.146979,1027.882767
1760277239.208155,1027.883301
1760277240.269379,1027.883606
1760277241.330580,1027.883606
1760277242.391750,1027.883682
1760277243.452921,1027.882996
1760277244.514112,1027.882996
1760277245.575297,1027.882156
1760277246.636459,1027.881393
1760277247.697644,1027.881088
1760277248.758819,1027.881393
1760277249.820007,1027.881393
1760277250.881182,1027.882233
1760277251.942398,1027.882233
1760277253.003558,1027.881317
1760277254.064728,1027.880249
1760277255.125868,1027.878571
1760277256.187027,1027.877960
1760277257.248191,1027.877960
1760277258.309371,1027.878799
1760277259.370540,1027.880249
1760277260.431658,1027.881317
1760277261.492812,1027.882614
1760277262.553937,1027.882614
1760277263.615043,1027.882614
1760277264.676136,1027.881546
1760277265.737269,1027.880554
1760277266.798382,1027.880096
1760277267.859486,1027.879868
1760277268.920543,1027.879486
1760277269.981563,1027.878799
1760277271.042650,1027.878799
1760277272.103749,1027.877579
1760277273.164842,1027.877502
1760277274.225964,1027.877579
1760277275.287059,1027.879181
1760277276.348157,1027.879181
1760277277.409230,1027.878876
1760277278.470248,1027.877579
1760277279.531287,1027.877197
1760277280.592337,1027.875671
1760277281.653337,1027.875443
1760277282.714285,1027.875061
1760277283.775269,1027.875443
1760277284.836262,1027.874756
1760277285.897273,1027.874756
1760277286.958282,1027.873917
1760277288.019292,1027.873306
1760277289.080313,1027.872772
1760277290.141340,1027.873306
1760277291.202368,1027.873535
1760277292.263386,1027.873764
1760277293.324372,1027.873535
1760277294.385401,1027.873077
1760277295.446397,1027.872925
1760277296.507359,1027.872086
1760277297.568303,1027.870865
1760277298.629257,1027.870865
1760277299.690194,1027.870789
1760277300.751145,1027.870560
1760277301.812103,1027.870560
1760277302.873077,1027.871399
1760277303.934016,1027.871399
1760277304.995010,1027.871017
1760277306.055966,1027.870560
1760277307.116925,1027.870560
1760277308.177841,1027.870560
1760277309.238745,1027.870636
1760277310.299672,1027.871017
1760277311.360602,1027.871475
1760277312.421542,1027.871628
1760277313.482468,1027.871857
1760277314.543446,1027.871933
1760277315.604379,1027.872772
1760277316.665263,1027.872238
1760277317.726166,1027.872772
1760277318.787073,1027.872238
1760277319.848009,1027.872772
1760277320.908958,1027.872238
1760277321.969898,1027.872314
1760277323.030856,1027.872314
1760277324.091789,1027.872467
1760277325.152682,1027.873993
1760277326.213554,1027.874756
1760277327.274428,1027.875824
1760277328.335295,1027.875900
1760277329.396172,1027.876358
1760277330.457066,1027.876663
1760277331.517926,1027.876663
1760277332.578781,1027.877579
1760277333.639657,1027.877731
1760277334.700526,1027.877731
1760277335.761391,1027.877731
1760277336.822261,1027.877731
1760277337.883046,1027.877731
1760277338.943873,1027.877502
1760277340.004655,1027.877502
1760277341.065443,1027.879639
1760277342.126214,1027.879639
1760277343.187063,1027.879639
1760277344.247918,1027.879410
1760277345.308737,1027.879410
1760277346.369508,1027.876968
1760277347.430269,1027.876511
1760277348.491053,1027.876358
